day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0,0,0,0.0,0.0,0.0,0
0,14,0,0,0,0.0,0.0,0.0,0
0,15,0,0,0,0.0,0.0,0.0,0
0,16,0,0,0,0.0,0.0,0.0,0
0,17,0,0,0,0.0,0.0,0.0,0
0,18,0,0,0,0.0,0.0,0.0,0
0,19,0,0,0,0.0,0.0,0.0,0
0,20,0.1787426299999999,69,0,133.7909839949625,0.0,0.0,0
0,21,0.1787596899999999,68,0,133.7909839949625,0.0,0.0,0
0,22,0.1800746099999998,67,0,133.7909839949625,0.0,0.0,0
0,23,0.1792116299999999,66,0,133.7909839949625,0.0,0.0,0
0,24,0.18044524,65,0,133.7909839949625,0.0,0.0,0
0,25,0.18060779,64,0,133.7909839949625,0.0,0.0,0
0,26,0.18266213,63,0,133.7909839949625,0.0,0.0,0
